28,Action
12,Adventure
16,Animation
35,Comedy
80,Crime
99,Documentary
18,Drama
10751,Family
14,Fantasy
36,History
27,Horror
10402,Music
9648,Mystery
10749,Romance
878,Science Fiction
10770,TV Movie
53,Thriller
10752,War
37,Western
28,Violent
28,Fighting
16,Cartoon
16,Animated
35,Funny
35,Satire
80,Gangster
80,Police
14,Fiction
27,Scary
10402,Musical
10749,Love
878,Sci-Fi
53,Suspense

